Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Media
8939809381,"Apr 23, 2023, 1:58:06 AM",Evening Run,Run,"",935,2.99,152.0,16,false,,"",activities/9591852794.fit.gz,,,935.0,930.0,2997.0,5.400000095367432,3.222580671310425,27.6197509765625,28.0,1621.300048828125,1639.199951171875,6.153846263885498,0.0,,,90.0,86.1529312133789,,142.75596618652344,,,216.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,3021.10009765625,1682211584.0,3.0,3.5999999046325684,2.440000057220459,-5.050000190734863,0.5299999713897705,1020.5900268554688,1.4199999570846558,3.0799999237060547,308.0,0.0,1682165504.0,1682214272.0,0.125,,13853811.0,0.6399999856948853,6.0,0.9200000166893005,21696.359375,0.0,,,,,0.0,3.2053475379943848,1378.0,,,,5308.0,,,,,,""
8946403166,"Apr 24, 2023, 2:29:48 AM",Evening Run,Run,"",1756,5.04,159.0,37,false,,"",activities/9599121876.fit.gz,,,1756.0,1752.0,5048.0,5.800000190734863,2.8812785148620605,50.26383972167969,41.0,1621.4000244140625,1639.199951171875,6.363636493682861,0.03169571980834007,,,88.0,86.87492370605469,,148.10159301757812,,,427.0,,,37.0,,,,,,,,,,,,,0.0,,1.0,5104.10009765625,1682301568.0,2.0,11.40999984741211,10.09000015258789,-5.539999961853027,0.30000001192092896,1011.489990234375,1.940000057220459,5.730000019073486,63.0,0.0,1682251904.0,1682300800.0,0.125,,13853811.0,0.0,1.0,0.5199999809265137,39330.5,0.0,,,,,0.0,2.8747153282165527,2183.0,,,,10080.0,,,,,,""
8964027412,"Apr 27, 2023, 1:40:06 AM",Evening Run,Run,"",2725,9.35,251.0,180,false,,"",activities/9617786443.fit.gz,,,2725.0,2720.0,9356.0,4.800000190734863,3.4397058486938477,72.84292602539062,37.0,1609.199951171875,1639.9000244140625,6.153846263885498,-0.0032064984552562237,,,94.0,88.19577026367188,,191.64825439453125,,,983.0,,,180.0,,,,,,,,,,,,,0.0,,1.0,9427.099609375,1682557184.0,1.0,14.289999961853027,13.029999732971191,-0.33000001311302185,0.3700000047683716,1014.6099853515625,1.5800000429153442,3.0799999237060547,161.0,0.0,1682510848.0,1682560128.0,0.125,,13853811.0,0.6200000047683716,5.0,0.27000001072883606,30009.740234375,0.0,,,,,0.0,3.433394432067871,1983.0,,,,7862.0,,,,,,""
8987115200,"Apr 30, 2023, 9:35:13 PM",Afternoon Run,Run,"",6464,20.09,170.0,186,false,,"",activities/9642347061.fit.gz,,,6464.0,6393.0,20095.0,4.800000190734863,3.1432816982269287,141.2881622314453,89.0,1606.300048828125,1639.9000244140625,7.2727274894714355,0.001990544842556119,,,94.0,88.1649398803711,,156.44166564941406,,,1596.0,,,186.0,,,,,,,,,,,,,0.0,,1.0,20240.099609375,1682888448.0,1.0,20.239999771118164,18.65999984741211,-0.3199999928474426,0.25,1009.7100219726562,2.9100000858306885,5.260000228881836,52.0,0.0,1682856064.0,1682905984.0,0.375,,13853811.0,0.0,1.0,0.11999999731779099,41809.6796875,7.0,,,,,0.0,3.1087563037872314,3513.0,,,,18404.0,,,,,,""
8994164841,"May 2, 2023, 3:04:59 AM",Night Run,Run,"",947,2.71,164.0,20,false,,"",activities/9649836567.fit.gz,,,947.0,947.0,2709.0,3.799999952316284,2.860612392425537,27.621234893798828,24.0,1621.300048828125,1639.199951171875,6.08695650100708,0.12181616574525833,,,88.0,85.84465789794922,,148.70550537109375,,,235.0,,,20.0,,,,,,,,,,,,,0.0,,1.0,2739.300048828125,1682996352.0,2.0,18.079999923706055,16.649999618530273,0.10000000149011612,0.30000001192092896,1007.1699829101562,2.200000047683716,6.25,41.0,0.0,1682942464.0,1682992512.0,0.375,,13853811.0,0.44999998807907104,5.0,0.5899999737739563,44461.8203125,0.0,,,,,0.0,2.860612392425537,1377.0,,,,2688.0,,,,,,""
9013036857,"May 5, 2023, 2:17:05 AM",Evening Run,Run,"",3638,11.04,165.0,96,false,,"",activities/9669749100.fit.gz,,,3638.0,3606.0,11047.0,4.5333333015441895,3.063505172729492,85.98999786376953,49.0,1619.699951171875,1639.199951171875,10.0,-0.008147007785737514,,,95.0,86.60533142089844,,154.0878448486328,,,893.0,,,96.0,,,,,,,,,,,,,0.0,,1.0,11141.2998046875,1683251968.0,5.0,15.989999771118164,15.0,5.230000019073486,0.49000000953674316,1004.739990234375,3.509999990463257,7.480000019073486,333.0,0.20000000298023224,1683201408.0,1683251840.0,0.5,,13853811.0,0.3700000047683716,5.0,0.4699999988079071,28335.8203125,0.0,,,,,0.0,3.0365586280822754,2789.0,,,,10184.0,,,,,,""
9031266584,"May 8, 2023, 2:25:35 AM",Evening Run,Run,"",2472,7.62,163.0,71,false,,"",activities/9689114287.fit.gz,,,2472.0,2472.0,7624.0,4.400000095367432,3.0841424465179443,71.23370361328125,75.0,1621.0,1639.199951171875,7.777777671813965,-0.00524658989161253,,,93.0,87.61695098876953,,155.73104858398438,,,636.0,,,71.0,,,,,,,,,,,,,0.0,,1.0,7690.10009765625,1683511168.0,2.0,16.809999465942383,15.449999809265137,0.18000000715255737,0.3199999928474426,1010.4000244140625,2.059999942779541,5.230000019073486,32.0,0.0,1683460480.0,1683511168.0,0.625,,13853811.0,0.3400000035762787,5.0,0.5600000023841858,38114.2890625,0.0,,,,,0.0,3.0841424465179443,4099.0,,,,7166.0,,,,,,""
9060538947,"May 13, 2023, 12:56:57 AM",Evening Run,Run,"",1456,5.15,149.0,17,false,,"",activities/9720111185.fit.gz,,,1456.0,1429.0,5151.0,6.0,3.604618549346924,29.797082901000977,14.0,1621.0,1639.199951171875,5.454545497894287,-0.005824111867696047,,,97.0,89.78883361816406,,138.8962860107422,,,318.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,5184.0,1683936000.0,3.0,15.75,14.760000228881836,5.230000019073486,0.5,1015.989990234375,5.420000076293945,10.130000114440918,24.0,0.0,1683892096.0,1683943552.0,0.875,,13853811.0,0.7900000214576721,5.0,0.6299999952316284,21621.7109375,1.0,,,,,0.0,3.5377748012542725,591.0,,,,4216.0,,,,,,""
9071163695,"May 14, 2023, 2:48:36 PM",Morning Run,Run,"",3424,11.31,177.0,96,false,,"",activities/9731465856.fit.gz,,,3424.0,3417.0,11312.0,5.800000190734863,3.3105063438415527,91.47125244140625,63.0,1609.4000244140625,1639.9000244140625,8.181818008422852,-0.009724186733365059,,,95.0,89.8662109375,,155.0100860595703,,,853.0,,,96.0,,,,,,,,,,,,,0.0,,1.0,11410.900390625,1684072832.0,3.0,9.970000267028809,9.069999694824219,6.420000076293945,0.7900000214576721,1027.0699462890625,2.0999999046325684,4.190000057220459,342.0,0.0,1684064768.0,1684116480.0,0.875,,13853811.0,0.7900000214576721,5.0,0.949999988079071,15958.16015625,1.0,,,,,0.0,3.3037383556365967,2373.0,,,,10026.0,,,,,,""
9097568984,"May 19, 2023, 12:13:05 AM",Evening Run,Run,"",1549,4.59,162.0,40,false,,"",activities/9759345252.fit.gz,,,1549.0,1533.0,4597.0,4.800000190734863,2.9986953735351562,42.65784454345703,31.0,1619.5,1639.199951171875,11.25,0.0739612802863121,,,90.0,86.55818939208984,,152.98849487304688,,,398.0,,,40.0,,,,,,,,,,,,,0.0,,1.0,4642.89990234375,1684454400.0,5.0,16.670000076293945,15.869999885559082,7.739999771118164,0.5600000023841858,1013.22998046875,3.990000009536743,7.599999904632568,23.0,0.30000001192092896,1684410240.0,1684462208.0,0.0,,13853811.0,0.7799999713897705,5.0,0.9700000286102295,25852.66015625,1.0,,,,,0.0,2.9677212238311768,1446.0,,,,4366.0,,,,,,""
9113653898,"May 21, 2023, 12:32:46 PM",Morning Run,Run,"",6254,21.44,177.0,218,false,,"",activities/9776423957.fit.gz,,,6254.0,6238.0,21441.0,7.400000095367432,3.437159299850464,105.26443481445312,126.0,1584.0999755859375,1622.800048828125,18.18181800842285,-0.0004663961590267718,,,94.0,90.10273742675781,,161.50978088378906,,,1649.0,,,218.0,,,,,,,,,,,,,0.0,,1.0,21563.80078125,1684670464.0,2.0,9.229999542236328,8.399999618530273,4.110000133514404,0.699999988079071,1017.3699951171875,1.7999999523162842,2.640000104904175,213.0,0.0,1684669184.0,1684721536.0,0.125,,13853811.0,0.0,1.0,0.5799999833106995,22086.76953125,0.0,,,,,0.0,3.42836594581604,0.0,,,,18510.0,,,,,,""
9141485387,"May 26, 2023, 1:06:20 AM",Evening Run,Run,"",1513,4.79,166.0,42,false,,"",activities/9808291890.fit.gz,,,1513.0,1500.0,4798.0,6.800000190734863,3.198666572570801,43.52046203613281,20.0,1619.4000244140625,1639.199951171875,7.0,-0.02709462307393551,,,96.0,87.56452941894531,,156.22152709960938,,,396.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,4834.39990234375,1685062784.0,5.0,18.600000381469727,17.84000015258789,8.5600004196167,0.5199999809265137,1008.77001953125,2.680000066757202,6.610000133514404,181.0,0.30000001192092896,1685014656.0,1685067392.0,0.125,,13853811.0,0.6200000047683716,5.0,0.9100000262260437,25861.630859375,0.0,,,,,0.0,3.1711831092834473,698.0,,,,4322.0,,,,,,""
9163045820,"May 29, 2023, 1:01:27 PM",Morning Run,Run,"",2899,10.22,175.0,75,false,,"",activities/9831387347.fit.gz,,,2899.0,2888.0,10227.0,7.199999809265137,3.5412049293518066,67.20740509033203,35.0,1607.9000244140625,1641.9000244140625,22.85714340209961,0.23956194519996643,,,116.0,90.29483795166016,,153.35626220703125,,,694.0,,,75.0,,,,,,,,,,,,,0.0,,1.0,10351.0,1685365248.0,1.0,12.600000381469727,11.600000381469727,3.2799999713897705,0.5299999713897705,1011.25,2.2300000190734863,3.2100000381469727,262.0,0.0,1685360128.0,1685413248.0,0.375,,13853811.0,0.3100000023841858,5.0,0.10999999940395355,26167.73046875,0.0,,,,,0.0,3.527768135070801,175.0,,,,8578.0,,,,,,""
9172833075,"May 31, 2023, 12:35:35 AM",Evening Run,Run,"",747,2.40,168.0,23,false,,"",activities/9841711158.fit.gz,,,747.0,742.0,2401.0,6.0,3.235849142074585,23.071805953979492,14.0,1621.0999755859375,1638.9000244140625,5.0,0.15410245954990387,,,91.0,86.93964385986328,,158.74623107910156,,,208.0,,,23.0,,,,,,,,,,,,,0.0,,1.0,2435.0,1685491200.0,3.0,22.610000610351562,21.059999465942383,2.130000114440918,0.25999999046325684,1005.52001953125,3.6600000858306885,5.75,160.0,0.0,1685446528.0,1685499648.0,0.375,,13853811.0,0.3100000023841858,5.0,0.7699999809265137,43373.80859375,1.0,,,,,0.0,3.2141900062561035,733.0,,,,2144.0,,,,,,""
9191438007,"Jun 3, 2023, 2:26:39 AM",Evening Run,Run,"",1454,3.98,169.0,31,false,,"",activities/9861345541.fit.gz,,,1454.0,1302.0,3979.0,5.599999904632568,3.056067705154419,42.0972785949707,24.0,1621.4000244140625,1639.199951171875,5.714285850524902,0.1583312451839447,,,105.0,85.82269287109375,,152.2436981201172,,,354.0,,,31.0,,,,,,,,,,,,,0.0,,1.0,4040.800048828125,1685757568.0,3.0,19.809999465942383,18.75,6.119999885559082,0.4099999964237213,1009.4000244140625,2.1600000858306885,4.190000057220459,330.0,0.0,1685705600.0,1685758976.0,0.375,,13853811.0,0.6100000143051147,5.0,0.800000011920929,35169.16015625,0.0,,,,,0.0,2.736588716506958,1817.0,,,,3848.0,,,,,,""
9210951306,"Jun 6, 2023, 2:26:06 AM",Evening Run,Run,"",924,2.77,163.0,24,false,,"",activities/9882012372.fit.gz,,,924.0,919.0,2776.0,5.800000190734863,3.020674705505371,20.346698760986328,9.0,1620.5999755859375,1635.0999755859375,6.363636493682861,-0.02161383256316185,,,92.0,86.26651763916016,,152.33595275878906,,,236.0,,,24.0,,,,,,,,,,,,,0.0,,1.0,2797.60009765625,1686016768.0,3.0,15.319999694824219,14.770000457763672,9.800000190734863,0.699999988079071,1015.0900268554688,1.2999999523162842,3.430000066757202,176.0,0.0,1685964800.0,1686018304.0,0.625,,13853811.0,0.6499999761581421,5.0,0.9300000071525574,23146.189453125,0.0,,,,,0.0,3.004328966140747,47.0,,,,2616.0,,,,,,""
9242511549,"Jun 11, 2023, 3:24:37 AM",Night Run,Run,"",1682,4.83,169.0,52,false,,"",activities/9915282133.fit.gz,,,1682.0,1628.0,4832.0,5.400000095367432,2.9680590629577637,44.40959930419922,38.0,1621.300048828125,1639.199951171875,7.2727274894714355,-0.004139072727411985,,,99.0,85.71250915527344,,159.39161682128906,,,459.0,,,52.0,,,,,,,,,,,,,0.0,,1.0,4884.2001953125,1686452352.0,3.0,17.68000030517578,16.979999542236328,8.899999618530273,0.5600000023841858,1011.6400146484375,1.8899999856948853,3.569999933242798,19.0,0.0,1686396672.0,1686450432.0,0.875,,13853811.0,0.5,5.0,0.6499999761581421,28878.3203125,0.0,,,,,0.0,2.8727705478668213,1466.5,,,,4672.0,,,,,,""
9249069562,"Jun 12, 2023, 2:07:30 AM",Evening Run,Run,"",1564,4.99,167.0,44,false,,"",activities/9922252310.fit.gz,,,1564.0,1563.0,4991.0,5.0,3.193218231201172,44.863006591796875,46.0,1621.0,1639.199951171875,5.833333492279053,0.0060108196921646595,,,91.0,86.83722686767578,,156.32814025878906,,,422.0,,,44.0,,,,,,,,,,,,,0.0,,1.0,5034.7001953125,1686535168.0,5.0,15.449999809265137,14.920000076293945,9.920000076293945,0.699999988079071,1012.77001953125,2.5299999713897705,5.639999866485596,177.0,1.0,1686483072.0,1686536832.0,0.875,,13853811.0,0.6899999976158142,5.0,0.9200000166893005,21060.3203125,0.0,,,,,0.0,3.191176414489746,1902.0,,,,4442.0,,,,,,""
9261563483,"Jun 14, 2023, 2:21:16 AM",Evening Run,Run,"",1854,6.05,169.0,43,false,,"",activities/9935407985.fit.gz,,,1854.0,1851.0,6053.0,4.800000190734863,3.2701241970062256,44.677486419677734,9.0,1619.699951171875,1640.4000244140625,10.0,0.09416817873716354,,,95.0,87.8529052734375,,149.64512634277344,,,467.0,,,43.0,,,,,,,,,,,,,0.0,,1.0,6100.89990234375,1686707968.0,3.0,17.65999984741211,16.920000076293945,8.550000190734863,0.550000011920929,1009.7999877929688,1.3600000143051147,2.740000009536743,142.0,0.0,1686655872.0,1686709760.0,0.875,,13853811.0,0.5099999904632568,5.0,0.9100000262260437,26648.109375,0.0,,,,,0.0,3.2648327350616455,1099.0,,,,5316.0,,,,,,""
9283124736,"Jun 17, 2023, 2:37:15 PM",Morning Run,Run,"",1481,4.64,168.0,42,false,,"",activities/9958175765.fit.gz,,,1481.0,1481.0,4646.0,5.199999809265137,3.1370694637298584,27.59494400024414,0.0,1621.199951171875,1637.4000244140625,9.090909004211426,0.12053379416465759,,,96.0,87.11683654785156,,156.0735321044922,,,396.0,,,42.0,,,,,,,,,,,,,0.0,,1.0,4689.7998046875,1687010432.0,3.0,12.329999923706055,11.729999542236328,8.579999923706055,0.7799999713897705,1014.989990234375,0.7099999785423279,2.4800000190734863,122.0,0.0,1687001472.0,1687055488.0,0.0,,13853811.0,0.4300000071525574,5.0,0.8199999928474426,19767.330078125,1.0,,,,,0.0,3.1370694637298584,844.0,,,,4248.0,,,,,,""
9291193864,"Jun 18, 2023, 6:25:12 PM",Lunch Weight Training,Weight Training,,1923,0,124.0,5,false,,,activities/9966789212.fit.gz,,,1923.0,1923.0,0.0,0.0,0.0,0.0,0.0,1717.800048828125,1717.800048828125,0.0,0.0,,,,,,104.89547729492188,,,234.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9304985493,"Jun 21, 2023, 2:31:34 AM",Evening Run,Run,"",1448,3.61,176.0,5,false,,"",activities/9981571366.fit.gz,,,1448.0,1302.0,3611.0,16.66666603088379,2.773425579071045,37.16666793823242,32.16669845581055,1621.5999755859375,1639.199951171875,26.399999618530273,0.1384657919406891,,,105.0,81.06779479980469,,144.95932006835938,,,386.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,3643.39990234375,1687312768.0,1.0,25.809999465942383,24.68000030517578,7.679999828338623,0.3199999928474426,1005.969970703125,2.759999990463257,7.920000076293945,99.0,0.0,1687260672.0,1687314688.0,0.125,,13853811.0,0.0,1.0,0.12999999523162842,38752.2109375,0.0,,,,,0.0,2.4937844276428223,1004.0,,,,3812.0,,,,,,""
9311291779,"Jun 22, 2023, 1:42:05 AM",Evening Weight Training,Weight Training,,1769,0,120.0,3,false,,,activities/9988206070.fit.gz,,,1769.0,1769.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,90.37139892578125,,,164.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9322686530,"Jun 24, 2023, 1:52:13 AM",Evening Weight Training,Weight Training,,2136,0,112.0,4,false,,,activities/10000239793.fit.gz,,,2136.0,2136.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,88.52059936523438,,,191.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9322832434,"Jun 24, 2023, 1:00:00 AM",Evening Run,Run,"",1500,4.82,,,false,"","",,,,1500.0,1500.0,4828.0322265625,,3.2186880111694336,0.0,,,,,0.0,,,,,,,,,430.521240234375,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,13853811.0,,,,,,,,,,0.0,3.2186880111694336,0.0,,,,,,,,,,""
9335313081,"Jun 26, 2023, 12:14:39 AM",Evening Weight Training,Weight Training,,1845,0,122.0,4,false,,,activities/10013636539.fit.gz,,,1845.0,1845.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,97.35501098632812,,,199.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9341471834,"Jun 27, 2023, 2:31:02 AM",Evening Weight Training,Weight Training,,1325,0,132.0,3,false,,,activities/10020142329.fit.gz,,,1325.0,1325.0,0.0,0.0,0.0,0.0,0.0,1703.5999755859375,1703.5999755859375,0.0,0.0,,,,,,96.07622528076172,,,132.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9341471898,"Jun 27, 2023, 2:54:39 AM",Evening Run,Run,"",915,0.02,166.0,0,false,15 minute treadmill run,"",activities/10020142381.fit.gz,,,915.0,3.0,22.0,0.800000011920929,7.333333492279053,0.0,0.0,1659.300048828125,1659.300048828125,0.0,0.0,,,88.0,86.0,,158.3333282470703,,,238.0,,,0.0,,,,,,,,,,,0.0,,0.0,,1.0,22.0,1687831168.0,1.0,27.6200008392334,26.809999465942383,10.149999618530273,0.3400000035762787,1002.3900146484375,2.190000057220459,7.079999923706055,114.0,0.0,1687779200.0,1687833088.0,0.25,,13853811.0,0.4000000059604645,1.0,0.23000000417232513,40751.4609375,0.0,,,,,0.0,0.024043716490268707,0.0,,,,2620.0,,,,,,""
9347989278,"Jun 28, 2023, 3:25:45 AM",Night Run,Run,,1198,3.60,176.0,36,false,,"",activities/10027009361.fit.gz,,,1198.0,1145.0,3600.0,6.599999904632568,3.1441047191619873,34.33548355102539,25.0,1621.300048828125,1639.199951171875,11.538461685180664,0.14722222089767456,,,107.0,85.93174743652344,,159.42234802246094,,,328.0,,,36.0,,,,,,,,,,,,,0.0,,1.0,3644.800048828125,1687921152.0,1.0,26.790000915527344,25.239999771118164,4.75,0.23999999463558197,1001.0700073242188,1.9299999475479126,4.849999904632568,312.0,0.0,1687865600.0,1687919488.0,0.375,,13853811.0,0.0,1.0,0.0,35563.0703125,0.0,,,,,0.0,3.0050084590911865,1295.0,,,,3238.0,,,,,,""
9354129197,"Jun 29, 2023, 2:14:47 AM",Evening Weight Training,Weight Training,,1943,0,127.0,5,false,,,activities/10033444022.fit.gz,,,1943.0,1943.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,105.4261474609375,,,238.0,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9360001595,"Jun 30, 2023, 1:12:06 AM",Evening Run,Run,,2183,7.01,169.0,68,false,,"",activities/10039659871.fit.gz,,,2183.0,2134.0,7010.0,4.599999904632568,3.2849109172821045,45.858009338378906,10.0,1618.699951171875,1639.9000244140625,7.61904764175415,-0.028530670329928398,,,93.0,87.35028839111328,,159.80465698242188,,,593.0,,,68.0,,,,,,,,,,,,,0.0,,1.0,7047.39990234375,1688086784.0,2.0,21.479999542236328,21.1200008392334,12.010000228881836,0.550000011920929,1009.0999755859375,3.4800000190734863,9.319999694824219,40.0,0.0,1688038528.0,1688092288.0,0.375,,13853811.0,0.5199999809265137,5.0,0.5799999833106995,25042.009765625,1.0,,,,,0.0,3.211177349090576,853.0,,,,6108.0,,,,,,""
9377441323,"Jul 2, 2023, 9:07:13 PM",Afternoon Weight Training,Weight Training,,1919,0,127.0,4,false,,,activities/10058636272.fit.gz,,,1919.0,1919.0,0.0,0.0,0.0,0.0,0.0,1639.5999755859375,1639.5999755859375,0.0,0.0,,,,,,100.09484100341797,,,214.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9377883679,"Jul 3, 2023, 12:16:59 AM",Evening Run,Run,,1651,4.95,185.0,48,false,,"",activities/10059101855.fit.gz,,,1651.0,1626.0,4952.0,5.199999809265137,3.0455105304718018,42.371826171875,54.0,1618.800048828125,1639.199951171875,6.666666507720947,0.010096930898725986,,,101.0,84.22552490234375,,156.58827209472656,,,435.0,,,48.0,,,,,,,,,,,,,0.0,,1.0,4996.2998046875,1688342400.0,2.0,29.68000030517578,28.15999984741211,6.21999979019165,0.23000000417232513,1008.3400268554688,2.2100000381469727,5.050000190734863,346.0,0.0,1688297728.0,1688351488.0,0.5,,13853811.0,0.3499999940395355,1.0,0.4699999988079071,48170.44140625,2.0,,,,,0.0,2.999394416809082,2372.0,,,,4276.0,,,,,,""
9384211724,"Jul 4, 2023, 3:49:34 AM",Night Run,Run,,903,2.58,159.0,18,false,,"",activities/10065761570.fit.gz,,,903.0,901.0,2587.0,4.0,2.8712542057037354,20.907155990600586,17.0,1621.0,1635.4000244140625,9.166666984558105,0.0038654813542962074,,,87.0,84.58342742919922,,147.73162841796875,,,217.0,,,18.0,,,,,,,,,,,,,0.0,,1.0,2608.199951171875,1688439552.0,2.0,25.81999969482422,24.709999084472656,7.849999904632568,0.3199999928474426,1008.1599731445312,3.0,7.900000095367432,41.0,0.0,1688384256.0,1688437888.0,0.625,,13853811.0,0.0,1.0,0.6000000238418579,35945.19921875,0.0,,,,,0.0,2.8648948669433594,180.0,,,,2518.0,,,,,,""
9388008978,"Jul 4, 2023, 4:38:17 PM",Morning Weight Training,Weight Training,,1685,0,138.0,4,false,,,activities/10069763251.fit.gz,,,1685.0,1685.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,103.10682678222656,,,207.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
9390722594,"Jul 5, 2023, 2:59:04 AM",Evening Run,Run,,1214,3.33,175.0,28,false,,"",activities/10072602350.fit.gz,,,1214.0,1162.0,3329.0,5.599999904632568,2.8648881912231445,36.313838958740234,0.0,1621.699951171875,1631.0999755859375,9.090909004211426,0.14418745040893555,,,110.0,87.52223205566406,,152.40904235839844,,,306.0,,,28.0,,,,,,,,,,,,,0.0,,1.0,3388.699951171875,1688522368.0,5.0,21.329999923706055,21.15999984741211,13.079999923706055,0.5899999737739563,1013.030029296875,3.880000114440918,8.180000305175781,40.0,0.800000011920929,1688470656.0,1688524288.0,0.625,,13853811.0,0.5,5.0,0.9200000166893005,20292.94921875,0.0,,,,,0.0,2.7421746253967285,792.0,,,,3382.0,,,,,,""
9403165135,"Jul 7, 2023, 1:46:58 AM",Evening Run,Run,,1923,6.05,175.0,53,false,,"",activities/10085698587.fit.gz,,,1923.0,1861.0,6056.0,5.199999809265137,3.254164457321167,58.486080169677734,50.0,1621.199951171875,1639.199951171875,6.363636493682861,0.02311757020652294,,,97.0,87.01468658447266,,157.86309814453125,,,498.0,,,53.0,,,,,,,,,,,,,0.0,,1.0,6110.5,1688691584.0,3.0,22.329999923706055,22.06999969482422,12.680000305175781,0.5400000214576721,1008.5399780273438,3.069999933242798,4.980000019073486,90.0,0.30000001192092896,1688643456.0,1688697088.0,0.625,,13853811.0,0.5299999713897705,5.0,0.6299999952316284,28334.9296875,1.0,,,,,0.0,3.1492459774017334,2563.5,,,,5212.0,,,,,,""
9412988595,"Jul 8, 2023, 3:44:26 PM",Morning Run,Run,,1823,5.77,173.0,54,false,,"",activities/10096095393.fit.gz,,,1823.0,1800.0,5775.0,5.599999904632568,3.2083332538604736,41.30469512939453,26.0,1609.4000244140625,1637.699951171875,4.666666507720947,-0.022510822862386703,,,94.0,88.68388366699219,,156.528076171875,,,491.0,,,54.0,,,,,,,,,,,,,0.0,,1.0,5809.2998046875,1688828416.0,1.0,18.030000686645508,17.690000534057617,11.8100004196167,0.6700000166893005,1011.4199829101562,1.5099999904632568,4.21999979019165,52.0,0.0,1688816384.0,1688869888.0,0.75,,13853811.0,0.4099999964237213,5.0,0.15000000596046448,23692.080078125,4.0,,,,,0.0,3.1678552627563477,411.0,,,,5218.0,,,,,,""
9419599429,"Jul 9, 2023, 3:56:02 PM",Morning Weight Training,Weight Training,,1844,0,140.0,4,false,,,activities/10103138625.fit.gz,,,1844.0,1844.0,0.0,0.0,0.0,0.0,0.0,1792.0,1792.0,0.0,0.0,,,,,,98.58080291748047,,,211.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,""
